session_id,platform,content_format,creator_account_id,creator_age_band,creator_region,account_tenure_days,start_time_local,duration_sec,category,aud_u18_share,aud_18_24_share,aud_25_plus_share,aud_unknown_share,viewer_peak,join_rate_per_min,exit_rate_per_min,comment_rate_per_min,cross_age_interaction_rate,text_signal,audio_signal,visual_signal,behavior_signal,novelty_score,trend_cluster_id,risk_score,risk_velocity,confidence_band,risk_tier,abstain_flag,suggested_action_tier,human_review_required,moderator_decision,final_action_taken,raw_report_count,downstream_harm_report_count,policy_violation_downstream,appeal_or_reversal,driver_age_risk,driver_boundary_escalation,driver_contextual_vulnerability,driver_emerging_trend
sess_000087,youtube,short_video,acct_001369,25_plus,MEA,49,2025-11-09T06:15:00,66,lifestyle,0.0932,0.3955,0.5104,0.001,41,,,0.0513,0.1143,0.0746,0.0765,0.0894,0.1376,0.0361,trend_14,0.096,-0.0038,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000088,instagram,short_video,acct_001290,25_plus,APAC,276,2025-12-19T21:30:00,90,comedy,0.1026,0.3025,0.5599,0.0349,81,,,0.0793,0.055,0.0177,0.1202,0.121,0.1798,0.0882,trend_28,0.1035,0.0157,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000089,facebook,live,acct_000783,25_plus,EU,187,2025-11-27T18:57:00,903,general,0.0637,0.4232,0.4961,0.017,56,0.2846,0.0847,2.0174,0.0371,0.1776,0.0638,0.1448,0.0858,0.4064,trend_38,0.1406,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000090,tiktok,short_video,acct_000560,18_24,APAC,287,2025-12-11T13:20:00,44,lifestyle,0.1803,0.5567,0.2072,0.0557,7,,,0.1215,0.347,0.0306,0.0139,0.0306,0.2471,0.2468,trend_24,0.1491,-0.0275,high,low,False,none,False,unknown,none,0,2,True,False,True,False,False,False
sess_000091,tiktok,short_video,acct_001567,18_24,LATAM,24,2025-11-21T16:38:00,15,music,0.1649,0.2762,0.4599,0.099,6,,,0.0885,0.0157,0.0776,0.0331,0.0523,0.0691,0.1051,trend_42,0.0615,0.0288,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000092,instagram,short_video,acct_001496,18_24,APAC,268,2025-11-28T05:37:00,72,lifestyle,0.1374,0.2005,0.6072,0.0549,22,,,0.0844,0.1,0.0185,0.0012,0.1931,0.2717,0.0991,trend_40,0.1369,0.0106,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000093,instagram,live,acct_001717,18_24,NA,112,2025-12-09T20:39:00,1346,sports,0.5458,0.2188,0.1905,0.0449,48,0.0522,0.2892,1.2098,0.4761,0.1104,0.0044,0.108,0.0401,0.3362,trend_13,0.1461,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000094,youtube,live,acct_000810,25_plus,NA,209,2025-11-02T13:16:00,2673,gaming,0.0935,0.6577,0.1753,0.0734,110,0.0421,0.1418,1.1975,0.3118,0.2265,0.1026,0.213,0.3137,0.2602,trend_22,0.2497,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,True
sess_000095,instagram,live,acct_000542,25_plus,LATAM,510,2025-12-30T13:19:00,1304,music,0.058,0.3219,0.5887,0.0315,91,0.3773,0.5327,0.8152,0.3458,0.0304,0.1262,0.0182,0.0255,0.2624,trend_09,0.0975,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000096,instagram,short_video,acct_000087,18_24,EU,101,2025-12-12T21:38:00,82,beauty,0.0645,0.6381,0.1366,0.1608,13,,,0.0231,0.0916,0.1676,0.0958,0.0505,0.255,0.5991,trend_31,0.1979,0.0029,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000097,instagram,short_video,acct_001937,18_24,EU,551,2025-12-24T00:11:00,46,beauty,0.3163,0.2059,0.3022,0.1756,20,,,0.0754,0.5183,0.04,0.2038,0.1672,0.0468,0.5417,trend_44,0.1887,-0.0274,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000098,tiktok,short_video,acct_000041,25_plus,MEA,290,2025-11-14T18:13:00,49,news,0.3089,0.2332,0.3948,0.0631,239,,,0.7022,0.0757,0.8836,0.0024,0.2495,0.0606,0.2558,trend_26,0.2912,0.01,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000099,instagram,live,acct_000902,18_24,LATAM,319,2025-11-04T02:48:00,1212,music,0.1963,0.6942,0.0519,0.0576,103,0.0864,0.5089,1.0904,0.2737,0.1305,0.1399,0.0957,0.1876,0.5929,trend_10,0.2046,0.0,high,low,False,none,False,unknown,none,0,1,False,False,True,False,False,True
sess_000100,tiktok,live,acct_000997,18_24,MEA,505,2025-11-06T13:07:00,1061,general,0.2207,0.4317,0.0339,0.3137,38,0.3215,0.0795,1.2161,0.412,0.249,0.0122,0.0432,0.2136,0.3909,trend_26,0.2121,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000101,instagram,live,acct_000881,18_24,EU,332,2025-11-01T15:22:00,3180,news,0.1604,0.3228,0.4797,0.0371,60,0.0892,0.1254,1.4749,0.2855,0.0902,0.239,0.1736,0.0921,0.1603,trend_12,0.1511,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000102,youtube,live,acct_001671,18_24,NA,403,2025-12-05T03:40:00,1061,beauty,0.3214,0.3503,0.0941,0.2342,98,0.1409,0.1344,3.8094,0.2318,0.1546,0.1646,0.0456,0.3956,0.2727,trend_06,0.2245,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000103,instagram,short_video,acct_001305,25_plus,NA,161,2025-11-23T06:29:00,51,beauty,0.0816,0.3197,0.5228,0.0759,24,,,0.0862,0.0122,0.0867,0.3738,0.1615,0.0855,0.1547,trend_15,0.1264,-0.0008,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000104,instagram,live,acct_001641,18_24,MEA,113,2025-12-28T00:14:00,3203,news,0.1352,0.6045,0.229,0.0314,162,0.0774,0.2629,1.5311,0.1523,0.007,0.2321,0.0456,0.0617,0.2687,trend_33,0.0954,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000105,instagram,short_video,acct_000271,u18,LATAM,759,2025-12-16T21:07:00,74,music,0.4434,0.5067,0.004,0.0459,41,,,0.0773,0.2636,0.0239,0.014,0.0375,0.4022,0.1409,trend_11,0.1717,-0.0431,high,low,False,none,False,unknown,none,0,2,False,False,False,False,True,False
sess_000106,instagram,short_video,acct_001516,u18,MEA,96,2025-11-16T03:00:00,64,education,0.5167,0.3349,0.0006,0.1478,18,,,0.086,0.1233,0.299,0.0174,0.0581,0.2194,0.0311,trend_44,0.1573,-0.0195,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000107,youtube,short_video,acct_001802,18_24,MEA,299,2025-11-10T05:29:00,78,music,0.3102,0.5341,0.1215,0.0342,12,,,0.0585,0.0974,0.0514,0.0028,0.11,0.1545,0.0396,trend_10,0.0903,0.0123,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000108,tiktok,short_video,acct_000086,25_plus,MEA,667,2025-11-07T21:45:00,59,sports,0.0728,0.2127,0.6518,0.0626,13,,,0.145,0.2974,0.0799,0.02,0.0857,0.2552,0.2352,trend_03,0.1657,0.0036,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000109,youtube,live,acct_000334,18_24,APAC,395,2025-12-14T11:42:00,2756,music,0.6979,0.227,0.0419,0.0331,42,0.0918,0.1215,3.5876,0.2818,0.0719,0.2058,0.1031,0.3525,0.841,trend_29,0.2716,0.0,high,low,False,none,False,unknown,none,0,1,True,False,True,True,True,False
sess_000110,tiktok,short_video,acct_000511,u18,MEA,240,2025-11-18T03:24:00,89,fitness,0.268,0.2234,0.2678,0.2408,23,,,0.0496,0.1133,0.1302,0.0921,0.067,0.2852,0.1149,trend_13,0.1548,-0.0545,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000111,youtube,short_video,acct_000095,18_24,APAC,638,2025-12-10T01:46:00,23,gaming,0.3023,0.2417,0.1993,0.2568,10,,,0.2588,0.1276,0.1926,0.0581,0.1285,0.1148,0.2802,trend_21,0.1468,-0.0061,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000112,instagram,live,acct_000580,u18,MEA,88,2025-11-05T05:28:00,2839,news,0.6247,0.1015,0.1467,0.1271,148,0.1213,0.1557,2.2139,0.0759,0.2205,0.0663,0.0077,0.532,0.1616,trend_35,0.2308,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,True,False
sess_000113,tiktok,live,acct_001005,unknown,NA,545,2025-11-20T21:40:00,939,comedy,0.2834,0.1514,0.4353,0.1299,75,0.1143,0.1833,0.6979,0.0639,0.1861,0.1965,0.0241,0.1477,0.6351,trend_28,0.1775,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,True
sess_000114,youtube,live,acct_000522,18_24,EU,480,2025-11-30T22:07:00,3345,fitness,0.4404,0.3623,0.1635,0.0338,42,0.1209,0.2009,0.6659,0.3496,0.1235,0.1455,0.0666,0.6182,0.1014,trend_29,0.2789,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000115,instagram,short_video,acct_001855,25_plus,LATAM,376,2025-12-13T16:49:00,14,fitness,0.0478,0.3163,0.3774,0.2586,10,,,0.3271,0.0697,0.0104,0.0429,0.1562,0.0845,0.2305,trend_38,0.0898,0.0394,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000116,instagram,short_video,acct_001084,25_plus,MEA,397,2025-11-04T07:03:00,53,beauty,0.0041,0.4033,0.3848,0.2077,10,,,0.0183,0.3251,0.0885,0.1724,0.3137,0.0298,0.2472,trend_42,0.1653,-0.0173,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,True
sess_000117,tiktok,live,acct_000112,18_24,MEA,434,2025-12-16T17:23:00,2360,fitness,0.0702,0.63,0.0274,0.2724,124,0.2628,0.0988,0.3045,0.2174,0.0953,0.1447,0.1466,0.1736,0.0359,trend_05,0.1401,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000118,tiktok,live,acct_000963,unknown,APAC,503,2025-11-09T14:01:00,432,gaming,0.0548,0.0333,0.5724,0.3395,72,0.0341,0.1135,1.374,0.0583,0.1607,0.1455,0.0132,0.0856,0.08,trend_34,0.0912,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000119,tiktok,live,acct_001361,18_24,NA,174,2025-12-23T15:50:00,757,sports,0.4025,0.3605,0.1759,0.0611,348,0.0635,0.1372,2.7075,0.0224,0.0512,0.177,0.2782,0.2797,0.0743,trend_44,0.1675,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000120,tiktok,short_video,acct_000868,18_24,APAC,495,2025-12-30T19:54:00,84,education,0.3146,0.1002,0.2394,0.3457,24,,,0.0375,0.0485,0.1807,0.201,0.1878,0.3555,0.0209,trend_28,0.2011,0.0249,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000121,tiktok,live,acct_001793,18_24,,732,2025-12-30T17:48:00,1865,comedy,,,,,55,0.0864,0.0356,0.3475,0.0569,0.061,0.0982,0.0146,0.7786,0.3103,trend_22,0.2797,0.0,high,low,False,none,False,unknown,none,2,1,False,False,False,False,False,False
sess_000122,youtube,live,acct_000122,25_plus,LATAM,122,2025-11-20T08:27:00,2362,gaming,0.0423,0.5009,0.4539,0.0029,336,0.116,0.0979,0.7752,0.0388,0.2204,0.0803,0.2374,0.0549,0.1924,trend_02,0.1385,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000123,youtube,short_video,acct_001672,u18,MEA,458,2025-12-18T05:51:00,38,sports,0.1011,0.3902,0.3727,0.136,44,,,0.1055,0.151,0.1287,0.1923,0.0303,0.0705,0.1292,trend_19,0.1038,0.0079,high,low,False,none,False,unknown,none,0,0,False,False,True,False,False,False
sess_000124,facebook,short_video,acct_001852,u18,LATAM,249,2025-12-24T15:09:00,29,music,0.0828,0.3905,0.4757,0.051,10,,,0.0394,0.4085,0.1557,0.138,0.011,0.1937,0.2256,trend_07,0.1758,-0.0029,high,low,False,none,False,unknown,none,0,0,True,False,False,False,False,False
sess_000125,tiktok,live,acct_001004,25_plus,NA,129,2025-12-15T07:08:00,435,general,0.2462,0.3189,0.2768,0.158,69,0.183,0.1131,0.783,0.0594,0.306,0.0037,0.021,0.0576,0.0731,trend_40,0.102,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000126,tiktok,short_video,acct_000125,u18,MEA,376,2025-11-20T18:44:00,56,news,0.3912,0.4632,0.088,0.0575,100,,,0.1926,0.2016,0.077,0.0785,0.0553,0.1852,0.3122,trend_13,0.142,-0.0118,high,low,False,none,False,unknown,none,0,2,True,False,False,False,False,False
sess_000127,youtube,short_video,acct_000355,u18,LATAM,643,2025-12-03T05:06:00,80,gaming,0.3721,0.2509,0.0033,0.3738,24,,,0.0816,0.1948,0.1497,0.0329,0.0658,0.1002,0.0914,trend_40,0.1086,-0.0137,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000128,tiktok,short_video,acct_001132,18_24,NA,175,2025-12-29T04:21:00,71,lifestyle,0.5405,0.1274,0.0979,0.2342,30,,,0.0525,0.2343,0.2354,0.1553,0.1843,0.3188,0.0991,trend_38,0.2278,0.0123,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000129,youtube,live,acct_001315,18_24,NA,796,2025-12-05T18:53:00,911,music,0.3831,0.4707,0.0999,0.0463,306,0.1408,0.1974,1.382,0.031,0.08,0.2972,0.0605,0.0842,0.163,trend_41,0.1018,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,True,False
sess_000130,youtube,short_video,acct_000864,18_24,LATAM,335,2025-12-30T20:07:00,68,beauty,0.4615,0.2971,0.1948,0.0466,14,,,0.045,0.2302,0.1521,0.0373,0.1323,0.0409,0.3857,trend_39,0.1387,0.0124,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000131,instagram,short_video,acct_000009,25_plus,EU,1032,2025-11-18T11:00:00,75,lifestyle,0.236,0.2467,0.441,0.0762,33,,,0.0228,0.0533,0.2216,0.0254,0.1333,0.0798,0.081,trend_15,0.1122,0.0001,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000132,facebook,short_video,acct_000544,18_24,APAC,501,2025-12-06T14:47:00,57,general,0.4243,0.4203,0.1541,0.0013,9,,,0.0768,0.2254,0.2688,0.1833,0.0272,0.3969,0.1618,trend_28,0.2367,0.002,high,low,False,none,False,unknown,none,0,1,False,False,True,False,False,False
sess_000133,instagram,short_video,acct_000576,25_plus,LATAM,376,2025-12-18T23:43:00,80,education,0.2013,0.3495,0.4341,0.0151,6,,,0.0756,0.0075,0.1517,0.1645,0.1727,0.3815,0.0613,trend_09,0.1948,-0.0048,high,low,False,none,False,unknown,none,1,0,False,False,False,True,False,False
sess_000134,youtube,live,acct_001453,25_plus,NA,142,2025-11-30T16:47:00,914,news,0.3959,0.2091,0.3558,0.0392,114,0.0836,0.2674,0.4253,0.1058,0.2032,0.0574,0.0891,0.2923,0.107,trend_27,0.1717,0.0,high,low,False,none,False,unknown,none,0,0,True,False,False,True,False,False
sess_000135,youtube,short_video,acct_000675,18_24,LATAM,629,2025-12-29T10:52:00,83,music,0.3374,0.5479,0.1109,0.0038,138,,,0.2531,0.3327,0.188,0.0346,0.1736,0.2682,0.3226,trend_12,0.2234,0.0003,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000136,instagram,short_video,acct_001104,unknown,LATAM,139,2025-12-06T12:18:00,81,fitness,0.4403,0.1763,0.0727,0.3107,8,,,0.0303,0.2847,0.024,0.0038,0.374,0.1447,0.0393,trend_10,0.1516,-0.0279,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000137,youtube,short_video,acct_001552,u18,EU,11,2025-11-07T19:21:00,72,music,0.2883,0.5519,0.1155,0.0443,6,,,0.1457,0.1727,0.0268,0.0485,0.1141,0.1348,0.0977,trend_09,0.0995,-0.0207,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000138,tiktok,live,acct_000250,u18,APAC,652,2025-11-20T17:12:00,1082,comedy,0.7602,0.1067,0.0715,0.0616,202,0.1628,0.0588,0.6295,0.089,0.0755,0.0809,0.1169,0.2645,0.0325,trend_28,0.1337,0.0,high,low,False,none,False,unknown,none,1,0,False,False,False,False,False,False
sess_000139,youtube,short_video,acct_000669,18_24,EU,694,2025-11-07T00:03:00,78,lifestyle,0.3751,0.3994,0.1001,0.1254,13,,,0.1388,0.6056,0.0493,0.0237,0.0178,0.279,0.1271,trend_19,0.1799,-0.003,high,low,False,none,False,unknown,none,0,1,False,False,True,False,False,False
sess_000140,youtube,live,acct_000783,18_24,LATAM,590,2025-12-27T13:06:00,3483,news,0.0183,0.8717,0.017,0.0931,25,0.0759,0.0704,0.527,0.0518,0.0581,0.0877,0.0564,0.4045,0.4986,trend_18,0.201,0.0,high,low,False,none,False,unknown,none,2,1,False,False,False,True,False,False
sess_000141,tiktok,live,acct_000759,18_24,EU,349,2025-11-11T06:26:00,2866,fitness,0.1137,0.6939,0.0571,0.1353,15,0.4397,0.1612,0.3429,0.1365,0.0114,0.0243,0.1003,0.1277,0.24,trend_38,0.0991,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000142,tiktok,short_video,acct_001845,25_plus,MEA,1057,2025-11-26T00:51:00,26,lifestyle,0.1681,0.3823,0.2463,0.2033,33,,,0.1862,0.3961,0.0837,0.1262,0.0368,0.4417,0.3537,trend_20,0.2442,-0.0367,high,low,False,none,False,unknown,none,0,1,False,False,True,False,False,False
sess_000143,instagram,live,acct_001366,18_24,EU,148,2025-11-17T19:03:00,3246,beauty,0.1734,0.5738,0.1959,0.0568,32,0.1201,0.0655,1.3173,0.111,0.0937,0.0735,0.0883,0.1596,0.0596,trend_35,0.1078,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000144,tiktok,short_video,acct_001363,18_24,LATAM,524,2025-12-10T03:59:00,66,education,0.5478,0.3357,0.0394,0.077,56,,,0.0207,0.1524,0.0243,0.0026,0.0962,0.1012,0.2586,trend_05,0.0954,0.0015,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000145,tiktok,short_video,acct_001167,u18,EU,774,2025-11-25T18:34:00,45,comedy,0.452,0.2973,0.0075,0.2433,35,,,0.1226,0.0387,0.3743,0.1476,0.0056,0.234,0.1383,trend_10,0.1821,-0.0466,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000146,tiktok,short_video,acct_000464,25_plus,MEA,73,2025-12-16T18:28:00,71,news,0.1519,0.083,0.6259,0.1392,5,,,0.0399,0.1182,0.0337,0.0592,0.1401,0.2664,0.3006,trend_15,0.1574,-0.0002,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000147,youtube,live,acct_001668,18_24,EU,148,2025-12-10T12:16:00,1700,beauty,0.4903,0.0945,0.2039,0.2112,438,0.4864,0.0499,0.6074,0.067,0.0686,0.1161,0.0412,0.209,0.2093,trend_06,0.1216,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,False,False
sess_000148,tiktok,live,acct_000090,25_plus,NA,1008,2025-11-13T02:05:00,2237,lifestyle,0.0743,0.2693,0.4404,0.216,111,0.0768,0.0322,0.2113,0.2019,0.1612,0.1162,0.2029,0.3056,0.075,trend_44,0.2009,0.0,high,low,False,none,False,unknown,none,0,2,False,False,False,False,True,False
sess_000149,tiktok,short_video,acct_001627,unknown,MEA,339,2025-11-05T04:23:00,70,comedy,0.2264,0.3556,0.2595,0.1585,40,,,0.0375,0.0501,0.1011,0.1433,0.1375,0.247,0.2935,trend_07,0.1658,0.0126,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000150,tiktok,short_video,acct_000907,u18,NA,219,2025-12-24T18:35:00,50,news,0.6497,0.2183,0.0099,0.1221,29,,,0.0536,0.2835,0.0521,0.1696,0.2041,0.1099,0.2025,trend_39,0.1502,-0.0115,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000151,facebook,short_video,acct_001923,unknown,NA,109,2025-12-22T09:11:00,29,fitness,0.3924,0.2615,0.3216,0.0245,16,,,0.0269,0.195,0.0738,0.0885,0.1032,0.3104,0.0788,trend_33,0.1619,0.0035,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000152,tiktok,live,acct_001813,u18,LATAM,266,2025-11-17T09:18:00,743,general,0.3367,0.1089,0.2973,0.2571,71,0.1759,0.2905,0.4479,0.3251,0.0639,0.1903,0.1081,0.1354,0.4307,trend_25,0.1725,0.0,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000153,tiktok,short_video,acct_001613,25_plus,NA,197,2025-11-11T18:15:00,16,sports,0.3152,0.1295,0.526,0.0293,50,,,0.101,0.1856,0.4271,0.0349,0.0159,0.2882,0.1617,trend_38,0.2195,-0.0145,high,low,False,none,False,unknown,none,0,1,False,False,False,True,False,False
sess_000154,instagram,short_video,acct_001301,18_24,MEA,464,2025-11-11T19:04:00,23,sports,0.0704,0.8772,0.0317,0.0207,39,,,0.2079,0.0279,0.1067,0.0117,0.2292,0.0834,0.0962,trend_05,0.1022,0.0241,high,low,False,none,False,unknown,none,1,1,False,False,False,False,False,False
sess_000155,tiktok,short_video,acct_001108,25_plus,APAC,69,2025-12-25T10:49:00,18,sports,0.0924,0.108,0.7993,0.0003,35,,,0.0779,0.2428,0.0669,0.0897,0.0441,0.0784,0.5085,trend_32,0.1336,0.0052,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000156,youtube,short_video,acct_001026,u18,EU,68,2025-12-21T23:25:00,86,sports,,,,1.0,6,,,0.0289,0.2146,0.0735,0.0388,0.2081,0.3498,0.1907,trend_17,0.1925,0.0054,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000157,instagram,live,acct_001143,unknown,MEA,54,2025-12-07T09:54:00,853,lifestyle,0.1044,0.2027,0.4875,0.2055,32,0.1164,0.4876,0.6064,0.077,0.1995,0.0337,0.1163,0.0892,0.1684,trend_33,0.1193,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000158,youtube,live,acct_000939,25_plus,LATAM,600,2025-11-06T18:37:00,3280,education,0.0151,0.1093,0.6983,0.1772,26,0.1153,0.1186,0.7097,0.2154,0.1625,0.0379,0.2068,0.2008,0.1074,trend_09,0.1696,0.0,high,low,False,none,False,unknown,none,0,3,False,False,False,True,False,False
sess_000159,tiktok,live,acct_001572,unknown,MEA,841,2025-12-27T09:46:00,383,gaming,0.2166,0.0403,0.2585,0.4846,55,0.2949,0.2072,0.3204,0.0837,0.1429,0.0019,0.0805,0.3347,0.3291,trend_12,0.1828,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,True,False
sess_000160,youtube,short_video,acct_001042,18_24,APAC,281,2025-12-20T02:07:00,81,beauty,0.4895,0.0995,0.1358,0.2752,14,,,0.0826,0.0909,0.0463,0.0738,0.1176,0.1288,0.2149,trend_36,0.1072,0.0184,high,low,False,none,False,unknown,none,0,0,False,False,False,False,False,False
sess_000161,instagram,short_video,acct_000360,18_24,NA,233,2025-11-19T06:23:00,63,comedy,0.3151,0.6121,0.0303,0.0426,9,,,0.064,0.1376,0.2904,0.1163,0.1893,0.5928,0.4084,trend_23,0.3329,-0.0137,high,low,False,none,False,unknown,none,0,0,False,False,False,True,False,True
sess_000162,instagram,live,acct_000206,18_24,APAC,355,2025-11-28T06:38:00,478,lifestyle,0.4646,0.3448,0.108,0.0827,218,0.115,0.029,1.0763,0.2594,0.0724,0.2915,0.1909,0.0789,0.593,trend_16,0.192,0.0,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
sess_000163,youtube,short_video,acct_001392,u18,NA,742,2025-11-17T07:30:00,71,news,0.4891,0.0188,0.1082,0.3839,7,,,0.3058,0.4111,0.0396,0.0362,0.1689,0.1353,0.2432,trend_42,0.1543,-0.0478,high,low,False,none,False,unknown,none,0,1,False,False,False,False,False,False
